iter	Logloss
236	0.1597553547
237	0.1589473656
238	0.1581425371
239	0.157313298
240	0.1564881683
241	0.1557982358
242	0.1551145354
243	0.154345924
244	0.1536351424
245	0.1530124911
246	0.152281705
247	0.1514162763
248	0.1509638547
249	0.1502915643
250	0.1498993436
251	0.1491997837
252	0.1486276206
253	0.1478006733
254	0.1472348974
255	0.1467248565
256	0.146126711
257	0.1457509986
258	0.1450536157
259	0.1444704089
260	0.1440385718
261	0.1434564976
262	0.1429814455
263	0.1423464421
264	0.1418992008
265	0.1413817332
266	0.1408195258
267	0.1401549276
268	0.1397032241
269	0.1391670294
270	0.1384867309
271	0.137874481
272	0.1374581357
273	0.137118594
274	0.1365848704
275	0.1363576591
276	0.1358837708
277	0.1353083408
278	0.1345388003
279	0.134003567
280	0.1333140937
281	0.1328271777
282	0.1321305675
283	0.1315736635
284	0.1309933695
285	0.1306249829
286	0.1303598836
287	0.1297912795
288	0.1292892335
289	0.1288357844
290	0.1283467333
291	0.1278004691
292	0.127476833
293	0.1269787248
294	0.1264471474
295	0.1258989702
296	0.1254196413
297	0.1250471987
298	0.1248157972
299	0.1243427067
300	0.123786188
301	0.1234286057
302	0.1230162856
303	0.1226481903
304	0.122148943
305	0.1216256196
306	0.1211621294
307	0.1205981139
308	0.1200819553
309	0.1196894067
310	0.1191055824
311	0.1187495603
312	0.1184041812
313	0.1180184195
314	0.117789399
315	0.1172920915
316	0.1168246655
317	0.1164194261
318	0.1159334889
319	0.1154258099
320	0.115097302
321	0.1147364905
322	0.1144518746
323	0.1139155218
324	0.1135019267
325	0.1129417493
326	0.1126429362
327	0.1121985141
328	0.111762957
329	0.111406648
330	0.1109579393
331	0.1106492899
332	0.1101653797
333	0.1097058569
334	0.1094743438
335	0.1090279889
336	0.1084830457
337	0.1081105124
338	0.1077247708
339	0.1073383505
340	0.1069698789
341	0.106696165
342	0.1063368423
343	0.1059388487
344	0.1054906993
345	0.1050744406
346	0.1047196179
347	0.1042911715
348	0.1038943794
349	0.1035961838
350	0.1032363109
351	0.1029460508
352	0.1026490888
353	0.1022331218
354	0.1018278193
355	0.1014428176
356	0.1011705394
357	0.1008889051
358	0.1004990887
359	0.1001400451
360	0.09978983694
361	0.09933604595
362	0.0990565886
363	0.09867793517
364	0.09851494796
365	0.09817337128
366	0.09756043528
367	0.09728921096
368	0.0970192288
369	0.09682594109
370	0.09643891346
371	0.09608933725
372	0.09558938415
373	0.09536963445
374	0.09488254365
375	0.09443117706
376	0.09403721314
377	0.09388243065
378	0.09364630433
379	0.0933072727
380	0.09300123312
381	0.09257859002
382	0.09225731257
383	0.09191084565
384	0.09161626205
385	0.09133097186
386	0.09107855101
387	0.09076821004
388	0.09045587924
389	0.09029219155
390	0.09002425667
391	0.08974542839
392	0.08944495081
393	0.08912129451
394	0.08885215359
395	0.08858210125
396	0.08825476116
397	0.0878637391
398	0.08754555617
399	0.08735323978
400	0.08704745339
401	0.08686880647
402	0.08660764046
403	0.08629479794
404	0.08599268344
405	0.08566436382
406	0.08546220784
407	0.08537713263
408	0.08501562933
409	0.08472116884
410	0.08439048309
411	0.08409302452
412	0.08383299808
413	0.0834212496
414	0.08312455676
415	0.08291859184
416	0.08265148506
417	0.08239585561
418	0.08205418414
419	0.08183347789
420	0.08159015429
421	0.08129402405
422	0.08111675389
423	0.08080146768
424	0.08054536386
425	0.08024040516
426	0.07996204306
427	0.07975372103
428	0.07963506901
429	0.07936737583
430	0.07905697289
431	0.07883652722
432	0.07863703283
433	0.07842923196
434	0.07810404256
435	0.07785259015
436	0.0775940529
437	0.07729402385
438	0.07698307595
439	0.07675572024
440	0.07645769866
441	0.07619680267
442	0.07600703174
443	0.07573543686
444	0.07549817468
445	0.07537436485
446	0.07507305671
447	0.07494369554
448	0.07480771037
449	0.07455708279
450	0.07431022723
451	0.07404414307
452	0.07378531692
453	0.07357438419
454	0.07341891558
455	0.07324439113
456	0.07304393527
457	0.07284227542
458	0.07271041969
459	0.07250763914
460	0.07228376
461	0.07196756895
462	0.07177966187
463	0.07153339066
464	0.07141580885
465	0.07119087672
466	0.07090077179
467	0.07078539853
468	0.07055994935
469	0.07035881927
470	0.07013480799
471	0.06992506981
472	0.06971123666
473	0.06956738818
474	0.06930205375
475	0.06909943037
476	0.06887652542
477	0.06865162283
478	0.0684551175
479	0.06829208638
480	0.06811702846
481	0.06790455483
482	0.06774818138
483	0.06756990379
484	0.06733152912
485	0.06707262008
486	0.06687507408
487	0.06658475493
488	0.06639691187
489	0.0661832601
490	0.06597260395
491	0.06576585277
492	0.06546306897
493	0.06534686638
494	0.06513301354
495	0.06492006184
496	0.0646969398
497	0.06448829359
498	0.06428968763
499	0.06412236867
500	0.06391618215
501	0.06374258059
502	0.06356846814
503	0.06340344391
504	0.06313834995
505	0.06286286528
506	0.06271147441
507	0.06255789919
508	0.06242946421
509	0.06231164891
510	0.06207391071
511	0.06187790191
512	0.06175162296
513	0.06161973193
514	0.0614269699
515	0.06128486586
516	0.06117328309
517	0.06099269353
518	0.06084697341
519	0.06069681033
520	0.06045954404
521	0.06032762101
522	0.06011388183
523	0.05996507622
524	0.05980244766
525	0.05970048371
526	0.05957238563
527	0.05937816026
528	0.05920416722
529	0.05896788825
530	0.05875133976
531	0.05859500283
532	0.05842640314
533	0.05830623115
534	0.05813821991
535	0.05803005133
536	0.05789351956
537	0.05776231465
538	0.05762673861
539	0.05745942827
540	0.05730805832
541	0.05713223837
542	0.05701319691
543	0.05684633961
544	0.05663722764
545	0.05649041924
546	0.05635901696
547	0.05619582539
548	0.05603523057
549	0.05590417997
550	0.05572976754
551	0.05555701133
552	0.05538328256
553	0.05522631286
554	0.05506362439
555	0.05489092645
556	0.0547587297
557	0.05459646924
558	0.05444075277
559	0.05427484873
560	0.05414345794
561	0.05396037299
562	0.05387130169
563	0.05369499218
564	0.05353566496
565	0.05341106438
566	0.05321738601
567	0.05303333795
568	0.05290861179
569	0.05278477775
570	0.05265314074
571	0.05250559781
572	0.05239688878
573	0.05228333096
574	0.05211165809
575	0.05195847395
576	0.0518329993
577	0.0516537828
578	0.05153178964
579	0.05136527867
580	0.05116455649
581	0.05101711327
582	0.05085717134
583	0.05073872203
584	0.05062332539
585	0.05051628694
586	0.05040010733
587	0.05026532943
588	0.05012025521
589	0.05001569451
590	0.04994871941
591	0.04985228053
592	0.04974100101
593	0.04956218708
594	0.04943257601
595	0.04932216564
596	0.04916562804
597	0.04906601832
598	0.04890544607
599	0.04875856464
600	0.04859492331
601	0.04843463504
602	0.04835185414
603	0.04822856547
604	0.04809081944
605	0.04799429603
606	0.04784582363
607	0.04769440075
608	0.04758933407
609	0.04746543971
610	0.0473784354
611	0.04720801413
612	0.04708980201
613	0.04700111809
614	0.04690350764
615	0.04677609856
616	0.04662215771
617	0.04646479776
618	0.04630785801
619	0.04617149038
620	0.0460333024
621	0.04592488103
622	0.04581212218
623	0.04569425066
624	0.04553364271
625	0.04539156781
626	0.04527094196
627	0.0451525341
628	0.04506819548
629	0.04496720038
630	0.04484478537
631	0.04475373902
632	0.04465249483
633	0.04453325354
634	0.04442153084
635	0.04428926967
636	0.04418181388
637	0.04405110715
638	0.04392813241
639	0.04376764306
640	0.04364455629
641	0.04350309282
642	0.04337309806
643	0.04327796084
644	0.04316455731
645	0.04304634396
646	0.04295028097
647	0.04281170971
648	0.04274250718
649	0.04263320847
650	0.04246919537
651	0.04235587309
652	0.0422640963
653	0.04214106
654	0.04200327786
655	0.04190423197
656	0.04177644946
657	0.04161657606
658	0.04146644704
659	0.04138193853
660	0.04130449394
661	0.04122890252
662	0.04109061482
663	0.0410019264
664	0.04090185707
665	0.04078783554
666	0.04070466562
667	0.04060857596
668	0.04053761586
669	0.04044068742
670	0.04036684414
671	0.04028083043
672	0.04019192779
673	0.04008082309
674	0.03998793669
675	0.03986579498
676	0.03979344622
677	0.03968784772
678	0.03958122989
679	0.03949534831
680	0.03939480379
681	0.03935704666
682	0.0392876172
683	0.03917162759
684	0.03906831971
685	0.03897452067
686	0.03890706176
687	0.03880546672
688	0.03872126679
689	0.03862668971
690	0.03854549034
691	0.03844516741
692	0.03832436675
693	0.03826186497
694	0.03814804287
695	0.03806227784
696	0.03797800898
697	0.03786555666
698	0.03774778609
699	0.03765855188
700	0.03753991381
701	0.03746130216
702	0.03736957379
703	0.0373021871
704	0.03718300489
705	0.03710034546
706	0.03702096972
707	0.03695403032
708	0.0368741047
709	0.03677969586
710	0.03671818387
711	0.03663153492
712	0.03651551741
713	0.03640678787
714	0.03627625267
715	0.03622707853
716	0.0361536177
717	0.03607789744
718	0.03602255396
719	0.03594022281
720	0.0358462227
721	0.03579589791
722	0.03571162413
723	0.03560999051
724	0.03548719386
725	0.03541752804
726	0.03535539476
727	0.03525035435
728	0.03515976431
729	0.0350958747
730	0.03499947234
731	0.03495180258
732	0.03484327001
733	0.03475346376
734	0.03465612086
735	0.03457501833
736	0.03450066292
737	0.03441363152
738	0.03433472523
739	0.03427324279
740	0.03421028305
741	0.03414318196
742	0.03403222417
743	0.03397330565
744	0.03387198309
745	0.03377852054
746	0.03369108371
747	0.03356794564
748	0.03349047561
749	0.0334036617
750	0.0333519696
751	0.03328265996
752	0.03318050027
753	0.03305945667
754	0.03298287137
755	0.03289322599
756	0.03282050216
757	0.03270331348
758	0.03265623546
759	0.03256155086
760	0.03251024942
761	0.03240720746
762	0.03235516491
763	0.03225646536
764	0.03220009106
765	0.03213270519
766	0.03208364185
767	0.03195762142
768	0.03190459647
769	0.0318583408
770	0.03178224875
771	0.03172467457
772	0.03165720991
773	0.03159160663
774	0.03150976381
775	0.03141553718
776	0.03132588112
777	0.03126144984
778	0.03116086592
779	0.03110115869
780	0.03101413303
781	0.0309534869
782	0.03087545549
783	0.03078194288
784	0.03073292058
785	0.03067501564
786	0.03062307158
787	0.03056943355
788	0.03049381259
789	0.03043086352
790	0.03034188948
791	0.03026471491
792	0.03020223529
793	0.03012793405
794	0.03006991995
795	0.03000622649
796	0.02995552007
797	0.02988849121
798	0.02981148652
799	0.02978359689
800	0.0297120631
801	0.02961667844
802	0.02955420867
803	0.02950379114
804	0.02945388164
805	0.02939391505
806	0.02933757851
807	0.02928401271
808	0.02920010332
809	0.0291217584
810	0.02904875882
811	0.02895764353
812	0.02885859517
813	0.02881086304
814	0.02874913109
815	0.02871226115
816	0.02865246446
817	0.02860597899
818	0.0285117064
819	0.02845614379
820	0.02840553422
821	0.0283150558
822	0.02826854817
823	0.02823404929
824	0.02816346098
825	0.02809889509
826	0.02802596035
827	0.02797620022
828	0.02789858491
829	0.02784588661
830	0.02778161536
831	0.02768873635
832	0.02761061302
833	0.0275556758
834	0.027478223
835	0.02740280723
836	0.02732961642
837	0.02727034498
838	0.02720069967
839	0.02713251278
840	0.0270795026
841	0.02703141427
842	0.02696254865
843	0.02689611153
844	0.02684420522
845	0.0267695962
846	0.0267006165
847	0.02664137051
848	0.0266023191
849	0.02651672478
850	0.02645802293
851	0.02639146188
852	0.02633255238
853	0.02628503937
854	0.02623631088
855	0.02617584941
856	0.02611008281
857	0.02603809764
858	0.02598907533
859	0.02592718006
860	0.02589326061
861	0.0258412911
862	0.0257744231
863	0.02572195624
864	0.0256457296
865	0.02557762888
866	0.02551420379
867	0.0254555282
868	0.02538769996
869	0.02533154972
870	0.0252825545
871	0.02522058782
872	0.02515031302
873	0.02507972881
874	0.02503712042
875	0.02496824412
876	0.02493701991
877	0.02487392639
878	0.02480836087
879	0.02477344671
880	0.02472542157
881	0.02466528018
882	0.02461244481
883	0.02457611983
884	0.0245249136
885	0.02446121767
886	0.02441997249
887	0.02433761016
888	0.02427736453
889	0.02424599915
890	0.02420832409
891	0.02415346402
892	0.02408346416
893	0.02402801399
894	0.02396137743
895	0.02389145308
896	0.02385762472
897	0.02377550122
898	0.02373103143
899	0.02366596901
900	0.02360538361
901	0.02354699773
902	0.02349558385
903	0.0234431646
904	0.02336888962
905	0.0233058634
906	0.02324666583
907	0.02321384285
908	0.02316880021
909	0.02312078739
910	0.02305625515
911	0.02299942207
912	0.02294452835
913	0.02289893582
914	0.02283514305
915	0.02277146436
916	0.02273299485
917	0.02268884514
918	0.02263402611
919	0.02257324209
920	0.02251603804
921	0.02247327371
922	0.02241847273
923	0.02237581099
924	0.02232647599
925	0.02226611792
926	0.02222005595
927	0.02217353519
928	0.02213885493
929	0.02209317623
930	0.02204260112
931	0.0219884682
932	0.02192206391
933	0.021885496
934	0.0218392707
935	0.0217985795
936	0.02175676802
937	0.02172265898
938	0.02167848794
939	0.02164334151
940	0.02158501719
941	0.02154160613
942	0.0215002838
943	0.02145633763
944	0.02142572157
945	0.02138578461
946	0.02133163528
947	0.02128513011
948	0.02123721495
949	0.02121032905
950	0.02116681376
951	0.0211220912
952	0.0210743648
953	0.0210237462
954	0.02098142424
955	0.02093397114
956	0.02088265493
957	0.02084456623
958	0.02080479998
959	0.02075758571
960	0.02071223776
961	0.02069031802
962	0.02063642229
963	0.02058844886
964	0.02053464834
965	0.02048409457
966	0.02042724918
967	0.0203820744
968	0.02032984719
969	0.020298426
970	0.02025548768
971	0.0202113076
972	0.02017816209
973	0.02012005607
974	0.02006909359
975	0.02003059043
976	0.01998997391
977	0.01994651279
978	0.01991566528
979	0.01989022467
980	0.01984666013
981	0.01980325975
982	0.0197447245
983	0.01969661729
984	0.01966443858
985	0.01962578933
986	0.0195875373
987	0.01953902712
988	0.01948910367
989	0.01945016552
990	0.01939975128
991	0.01935948193
992	0.01932798031
993	0.01929507362
994	0.01925640139
995	0.0192245682
996	0.01918997083
997	0.01914861485
998	0.01910776197
999	0.01905657625
